id,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score,traffic_density_encoded
11012022,Simeulue,2022,1838.09,94876.0,51.62,Low,0.12,67.27,2688.0,1.0,1628.09,72.37,1.0
11032022,Aceh Selatan,2022,4173.82,237376.0,56.87,Low,0.885,67.87,6447.0,1.0,3521.77,72.54,1.0
11042022,Aceh Tenggara,2022,4242.04,228308.0,53.82,Low,0.885,70.32,5829.0,1.0,3333.3,72.38,1.0
11062022,Aceh Tengah,2022,4527.53,222673.0,49.18,Low,1.11,73.95,8873.0,1.0,11758.668946135833,71.38,1.0
11072022,Aceh Barat,2022,2927.95,202858.0,69.28,Low,0.01,72.34,12730.0,1.0,3702.16,72.36,1.0
11082022,Aceh Besar,2022,2903.5,414490.0,142.76,Low,0.885,74.0,15457.0,1.2642857142857142,11758.668946135833,72.91,1.0
11102022,Bireuen,2022,1798.0,443874.0,246.87,Low,0.0,73.16,15470.0,1.2642857142857142,11758.668946135833,73.03,1.0
11112022,Aceh Utara,2022,3296.86,614640.0,186.43,Low,0.05,70.22,28310.0,1.2642857142857142,11758.668946135833,70.79,1.0
11122022,Aceh Barat Daya,2022,1882.05,155046.0,82.38,Low,0.71,67.41,4546.0,1.0,2834.81,71.79,1.0
11132022,Gayo Lues,2022,5549.91,103131.0,18.58,Low,79.65,68.25,3077.0,1.0,1498.6,71.92,1.0
11142022,Aceh Tamiang,2022,1957.02,301492.0,154.06,Low,0.04,70.43,10433.0,1.0,4406.28,72.63,1.0
11152022,Nagan Raya,2022,3544.9,173393.0,48.91,Low,0.885,70.1,10635.0,1.0,2531.54,76.15,1.0
11162022,Aceh Jaya,2022,3727.0,96028.0,25.77,Low,0.82,70.36,3122.0,2.0,1723.13,72.21,1.0
11172022,Bener Meriah,2022,1941.6,168690.0,86.88,Low,0.0,73.9,5476.0,1.0,2408.47,74.78,1.0
11712022,City of Banda Aceh,2022,59.02,257635.0,4365.22,Medium,8.43,86.28,21561.0,2.0,9205.59,73.76,2.0
11722022,City of Sabang,2022,122.13,43208.0,353.79,Low,0.885,76.85,1643.0,1.0,630.84,70.92,1.0
11732022,City of Langsa,2022,239.83,192630.0,803.19,Low,75.13,77.82,6263.0,1.0,3447.02,72.96,1.0
11742022,City of Lhokseumawe,2022,181.0,191396.0,1057.44,Low,0.885,78.04,10278.0,1.2642857142857142,11758.668946135833,70.69,1.0
12012022,Nias,2022,853.44,149249.0,174.88,Low,0.885,63.69,4536.0,1.0,2127.24,71.09,1.0
12022022,Mandailing Natal,2022,6620.7,484874.0,73.24,Low,0.885,68.05,16404.0,1.2642857142857142,11758.668946135833,71.33,1.0
12032022,Tapanuli Selatan,2022,4355.35,307312.0,70.56,Low,3300.75,70.92,17052.0,1.0,11758.668946135833,71.41,1.0
12042022,Tapanuli Tengah,2022,2194.98,374734.0,170.72,Low,0.0,70.31,11635.0,1.0,6739.73,71.12,1.0
12062022,Toba Samosir,2022,2022.0,212133.0,104.91,Low,0.885,75.96,8944.0,2.0,3505.9,71.35,1.0
12072022,Labuhan Batu,2022,2561.38,508024.0,198.34,Low,0.885,72.92,41809.0,1.2642857142857142,11758.668946135833,71.09,1.0
12092022,Simalungun,2022,4372.5,1021615.0,233.65,Low,0.885,73.77,47286.0,1.0,18644.47,69.83,1.0
12102022,Dairi,2022,1927.8,315460.0,163.64,Low,0.885,72.56,10717.0,1.2642857142857142,11758.668946135833,70.68,1.0
12132022,Langkat,2022,6273.29,1039926.0,165.77,Low,0.885,71.86,51413.0,4.0,19032.38,71.1,1.0
12142022,Nias Selatan,2022,2487.99,373674.0,150.19,Low,0.885,63.17,8015.0,1.2642857142857142,11758.668946135833,71.01,1.0
12152022,Humbang Hasundutan,2022,2297.2,202299.0,88.06,Low,0.885,70.32,6919.0,1.0,2165.37,70.04,1.0
12172022,Samosir,2022,1444.25,139337.0,96.48,Low,0.885,71.67,5166.0,1.2642857142857142,11758.668946135833,70.82,1.0
12182022,Serdang Bedagai,2022,1900.22,667998.0,351.54,Low,0.885,71.21,33518.0,1.2642857142857142,11758.668946135833,70.89,1.0
12192022,Batu Bara,2022,904.96,416367.0,460.09,Low,0.885,69.51,40867.0,1.2642857142857142,11758.668946135833,71.03,1.0
12202022,Padang Lawas Utara,2022,3945.56,267275.0,67.74,Low,0.885,70.93,14375.0,1.2642857142857142,11758.668946135833,71.24,1.0
12232022,Labuhan Batu Utara,2022,3545.8,390954.0,110.26,Low,0.885,72.77,30282.0,1.2642857142857142,11758.668946135833,71.18,1.0
12252022,Nias Barat,2022,520.34,91346.0,175.55,Low,0.885,62.93,2173.0,1.2642857142857142,11758.668946135833,70.88,1.0
12712022,City of Sibolga,2022,10.77,90366.0,8390.53,Medium,0.01,74.74,6340.0,1.2642857142857142,11758.668946135833,70.96,2.0
12722022,City of Tanjung Balai,2022,60.52,179748.0,2970.06,Medium,0.04,69.86,10466.0,1.2642857142857142,11758.668946135833,71.13,2.0
12742022,City of Tebing Tinggi,2022,38.96,177785.0,4563.27,Medium,4.76,76.17,6931.0,1.0,4548.82,70.9,2.0
12752022,City of Medan,2022,265.1,2494512.0,9409.7,Medium,26.51,81.76,280159.0,1.0,62874.92,70.91,2.0
12772022,City of Padangsidimpuan,2022,159.3,231062.0,1450.48,Low,0.885,76.05,7385.0,1.0,5906.6,71.19,1.0
12782022,City of Gunungsitoli,2022,469.4,137583.0,293.1,Low,0.885,70.23,6477.0,1.2642857142857142,11758.668946135833,70.94,1.0
13012022,Kepulauan Mentawai,2022,6033.76,89401.0,14.82,Low,0.885,62.19,5446.0,1.2642857142857142,11758.668946135833,71.07,1.0
13022022,Pesisir Selatan,2022,1938.79,516518.0,266.41,Low,600.19,70.84,16606.0,1.0,5580.32,71.26,1.0
13032022,Solok,2022,3738.0,397829.0,106.43,Low,0.39,70.02,15781.0,1.0,5755.86,71.24,1.0
13042022,Sijunjung,2022,3130.8,240317.0,76.76,Low,0.04,68.69,10669.0,1.0,3551.39,69.86,1.0
13052022,Tanah Datar,2022,1336.0,376276.0,281.64,Low,0.12,73.29,15059.0,1.0,4705.73,72.1,1.0
13062022,Padang Pariaman,2022,1343.09,436129.0,324.72,Low,0.0,71.63,22193.0,1.0,7959.35,71.05,1.0
13082022,Lima Puluh Kota,2022,3354.0,388375.0,115.79,Low,0.23,70.28,17901.0,1.0,5595.48,71.14,1.0
13092022,Pasaman,2022,3947.63,307425.0,77.88,Low,7.98,67.41,10391.0,1.0,4425.3,70.82,1.0
13112022,Dharmasraya,2022,2961.0,234713.0,79.27,Low,0.02,72.3,12233.0,1.0,3783.11,70.99,1.0
13122022,Pasaman Barat,2022,3887.77,442479.0,113.81,Low,0.11,69.57,17876.0,1.0,6387.68,70.84,1.0
13712022,City of Padang,2022,694.96,919145.0,1322.59,Low,142.27,83.29,72979.0,1.0,23497.31,71.36,1.0
13732022,City of Sawah Lunto,2022,273.5,66413.0,242.83,Low,0.34,73.73,4390.0,1.0,688.26,70.85,1.0
13742022,City of Padang Panjang,2022,23.0,57850.0,2515.22,Medium,1.34,78.78,4087.0,1.0,1786.51,71.23,2.0
13752022,City of Bukittinggi,2022,25.24,122311.0,4845.92,Medium,1.29,81.42,10194.0,1.0,4570.75,71.25,2.0
13772022,City of Pariaman,2022,73.36,96719.0,1318.42,Low,0.54,77.65,5882.0,1.0,1396.34,71.28,1.0
14012022,Kuantan Singingi,2022,7656.03,345850.0,45.17,Low,624.39,71.09,44910.0,1.0,5080.06,68.69,1.0
14022022,Indragiri Hulu,2022,8198.71,464076.0,56.6,Low,0.885,70.46,54185.0,1.0,6617.32,71.9,1.0
14032022,Indragiri Hilir,2022,12614.78,660747.0,52.38,Low,0.02,67.37,83164.0,1.2642857142857142,11758.668946135833,72.43,1.0
14052022,Siak,2022,8556.09,477550.0,55.81,Low,1.41,74.5,106995.0,4.0,6813.57,73.78,1.0
14062022,Kampar,2022,11289.28,878210.0,77.79,Low,0.885,73.84,103550.0,1.2642857142857142,11758.668946135833,70.76,1.0
14072022,Rokan Hulu,2022,7588.13,582679.0,76.79,Low,0.4,70.31,49614.0,2.0,13261.38,71.7,1.0
14082022,Bengkalis,2022,514.0,582973.0,1134.19,Low,0.56,74.38,175972.0,4.0,11758.668946135833,73.92,1.0
14102022,Kepulauan Meranti,2022,3708.0,213532.0,57.59,Low,0.01,66.52,24896.0,1.2642857142857142,11758.668946135833,72.8,1.0
14712022,City of Pekanbaru,2022,632.3,1007540.0,1593.45,Low,68.06,82.06,144559.0,1.0,35650.33,71.42,1.0
14732022,City of Dumai,2022,1727.0,331832.0,192.14,Low,0.26,75.26,45053.0,1.0,6055.93,72.44,1.0
15012022,Kerinci,2022,3807.0,253900.0,66.69,Low,0.885,71.99,12226.0,1.2642857142857142,11758.668946135833,76.11,1.0
15042022,Batang Hari,2022,4179.7,313200.0,74.93,Low,0.12,70.51,24304.0,1.2642857142857142,11758.668946135833,75.15,1.0
15052022,Muaro Jambi,2022,5246.0,412800.0,78.69,Low,0.885,70.18,32958.0,1.2642857142857142,11758.668946135833,75.9,1.0
15062022,Tanjung Jabung Timur,2022,5426.0,234200.0,43.16,Low,0.885,65.77,25606.0,1.2642857142857142,11758.668946135833,77.35,1.0
15082022,Tebo,2022,6461.0,344800.0,53.37,Low,0.885,69.78,19698.0,1.2642857142857142,11758.668946135833,76.25,1.0
15712022,City of Jambi,2022,175.53,619600.0,3529.88,Medium,24.23,79.58,36184.0,1.0,15968.8,78.98,2.0
15722022,City of Sungai Penuh,2022,391.5,99200.0,253.38,Low,0.885,76.17,8679.0,1.2642857142857142,1829.54,74.61,1.0
16022022,Ogan Komering Ilir,2022,19023.47,776690.0,40.83,Low,0.885,68.02,34239.0,1.2642857142857142,11758.668946135833,70.92,1.0
16032022,Muara Enim,2022,6763.91,624019.0,92.26,Low,21.06,69.43,113577.0,1.0,8490.1,71.47,1.0
16042022,Lahat,2022,4344.87,441174.0,101.54,Low,0.885,68.4,27834.0,1.0,9840.69,72.43,1.0
16062022,Musi Banyuasin,2022,14265.96,633124.0,44.38,Low,6881.99,68.6,82432.0,8.0,9414.55,71.11,1.0
16072022,Banyu Asin,2022,11875.0,852576.0,71.8,Low,294.96,67.93,34443.0,2.0,21123.59,75.27,1.0
16092022,Ogan Komering Ulu Timur,2022,4369.25,656857.0,150.34,Low,0.11,70.23,17833.0,2.0,10298.17,71.69,1.0
16102022,Ogan Ilir,2022,2382.0,422907.0,177.54,Low,0.885,67.96,13251.0,1.2642857142857142,11758.668946135833,70.74,1.0
16112022,Empat Lawang,2022,2256.0,357673.0,158.54,Low,0.885,66.0,5838.0,1.2642857142857142,11758.668946135833,75.74,1.0
16122022,Penukal Abab Lematang Ilir,2022,1840.0,200368.0,108.9,Low,4.44,65.75,8195.0,1.0,3731.63,73.4,1.0
16132022,Musi Rawas Utara,2022,6008.55,192369.0,32.02,Low,0.885,65.74,8549.0,1.2642857142857142,11758.668946135833,72.52,1.0
16712022,City of Palembang,2022,352.5,1707996.0,4845.38,Medium,43.87,79.47,179107.0,1.0,43981.57,70.97,2.0
16722022,City of Prabumulih,2022,434.46,199047.0,458.15,Low,4.74,75.52,9208.0,1.0,3591.82,72.37,1.0
16732022,City of Pagar Alam,2022,633.66,147071.0,232.1,Low,0.885,69.6,3256.0,1.2642857142857142,11758.668946135833,74.2,1.0
16742022,City of Lubuklinggau,2022,401.5,240238.0,598.35,Low,0.885,75.53,7688.0,1.2642857142857142,11758.668946135833,71.99,1.0
17012022,Bengkulu Selatan,2022,1186.7,170093.0,143.33,Low,0.885,71.42,6713.0,1.2642857142857142,11758.668946135833,66.6,1.0
17022022,Rejang Lebong,2022,1515.76,281281.0,185.57,Low,0.885,71.45,10993.0,1.2642857142857142,11758.668946135833,70.1,1.0
17032022,Bengkulu Utara,2022,4424.6,302833.0,68.44,Low,4.38,69.77,12319.0,1.0,6920.77,69.74,1.0
17042022,Kaur,2022,2556.0,129661.0,50.73,Low,0.885,67.77,4227.0,1.2642857142857142,11758.668946135833,69.52,1.0
17062022,Mukomuko,2022,4147.0,196571.0,47.4,Low,0.885,69.12,6217.0,1.2642857142857142,11758.668946135833,68.35,1.0
17072022,Lebong,2022,1665.28,107248.0,64.4,Low,1214.51,68.12,3889.0,1.0,2940.98,71.05,1.0
17092022,Bengkulu Tengah,2022,1223.94,119814.0,97.89,Low,0.885,68.47,6545.0,1.2642857142857142,11758.668946135833,70.73,1.0
17712022,City of Bengkulu,2022,151.7,384841.0,2536.86,Medium,0.61,80.99,28090.0,1.2642857142857142,11758.668946135833,68.5,2.0
18012022,Lampung Barat,2022,3368.14,303397.0,90.08,Low,0.25,68.39,8280.0,1.2642857142857142,11758.668946135833,69.63,1.0
18022022,Tanggamus,2022,4654.96,652898.0,140.26,Low,0.21,67.22,18096.0,1.0,13345.24,70.51,1.0
18032022,Lampung Selatan,2022,2219.46,1081115.0,487.11,Low,0.885,69.0,51481.0,1.2642857142857142,11758.668946135833,73.57,1.0
18042022,Lampung Timur,2022,5325.03,1127946.0,211.82,Low,0.885,70.58,49710.0,1.2642857142857142,11758.668946135833,72.25,1.0
18052022,Lampung Tengah,2022,4546.0,1500022.0,329.97,Low,0.01,70.8,82454.0,1.2642857142857142,11758.668946135833,73.65,1.0
18062022,Lampung Utara,2022,2667.0,635129.0,238.14,Low,0.885,68.33,27046.0,1.2642857142857142,11758.668946135833,72.04,1.0
18072022,Way Kanan,2022,3921.63,481036.0,122.66,Low,1036.46,68.04,16153.0,1.0,7008.61,70.68,1.0
18082022,Tulangbawang,2022,4386.0,431208.0,98.31,Low,0.885,69.53,25983.0,1.2642857142857142,11758.668946135833,68.28,1.0
18092022,Pesawaran,2022,1173.77,487153.0,415.03,Low,15.49,66.7,18601.0,1.2642857142857142,11758.668946135833,73.51,1.0
18102022,Pringsewu,2022,625.0,408415.0,653.46,Low,0.17,70.98,12842.0,1.0,5939.62,71.48,1.0
18112022,Mesuji,2022,2184.0,232685.0,106.54,Low,0.0,64.94,11953.0,1.2642857142857142,11758.668946135833,71.53,1.0
18122022,Tulang Bawang Barat,2022,1201.15,289620.0,241.12,Low,0.1,67.13,13233.0,1.0,4178.77,70.48,1.0
18132022,Pesisir Barat,2022,2953.0,164816.0,55.81,Low,0.885,65.14,5345.0,1.2642857142857142,11758.668946135833,71.37,1.0
18712022,City of Bandar Lampung,2022,197.22,1209937.0,6134.96,Medium,6.01,78.01,67882.0,1.0,28705.76,72.95,2.0
19012022,Bangka,2022,3028.79,334344.0,110.39,Low,9.95,72.95,17959.0,2.0,4881.42,72.79,1.0
19022022,Belitung,2022,2293.69,186331.0,81.24,Low,41.92,73.38,12322.0,1.0,2686.46,73.67,1.0
19032022,Bangka Barat,2022,2884.15,209413.0,72.61,Low,67.29,70.12,16761.0,1.2642857142857142,11758.668946135833,74.58,1.0
19042022,Bangka Tengah,2022,2279.11,205510.0,90.17,Low,462.75,71.4,10523.0,1.0,3006.11,73.49,1.0
19052022,Bangka Selatan,2022,3607.08,202263.0,56.07,Low,100.74,67.95,10693.0,1.0,2996.69,74.32,1.0
19062022,Belitung Timur,2022,2506.91,130463.0,52.04,Low,0.885,72.29,9785.0,1.0,1858.52,75.91,1.0
19712022,City of Pangkal Pinang,2022,118.4,226297.0,1911.29,Low,0.885,79.24,17278.0,1.2642857142857142,11758.668946135833,74.08,1.0
21012022,Karimun,2022,1524.0,266177.0,174.66,Low,11.17,72.65,15554.0,1.0,6800.82,74.29,1.0
21022022,Bintan,2022,1946.13,165781.0,85.18,Low,0.19,74.99,22996.0,1.0,2040.99,75.82,1.0
21032022,Natuna,2022,2009.04,83102.0,41.36,Low,0.32,73.47,24265.0,1.0,1247.51,74.18,1.0
21042022,Lingga,2022,2117.72,102853.0,48.57,Low,0.885,66.57,4853.0,1.0,1037.66,73.38,1.0
21052022,Kepulauan Anambas,2022,590.14,49632.0,84.1,Low,0.885,69.61,19909.0,1.2642857142857142,481.8,75.48,1.0
21712022,City of Batam,2022,3868.97,1236010.0,319.47,Low,2.5,81.67,194836.0,1.0,41346.16,74.67,1.0
21722022,City of Tanjung Pinang,2022,144.56,239854.0,1659.2,Low,25.07,79.64,21792.0,1.0,5690.54,74.87,1.0
31012022,Kep. Seribu,2022,10.73,28262.0,2633.92,Medium,2.91,72.79,10126.0,1.2642857142857142,653.11,72.98,2.0
31712022,City of Jakarta Selatan,2022,144.94,2234262.0,15415.08,High,3.21,85.21,730695.0,1.0,71330.09,74.11,0.0
31732022,City of Jakarta Pusat,2022,47.56,1053482.0,22150.59,High,0.84,82.11,795395.0,1.2642857142857142,31026.85,72.06,0.0
31742022,City of Jakarta Barat,2022,125.0,2458707.0,19669.66,High,0.02,82.51,540753.0,1.2642857142857142,73854.78,72.82,0.0
31752022,City of Jakarta Utara,2022,147.21,1799220.0,12222.13,High,0.83,80.81,587792.0,1.2642857142857142,49948.08,73.73,0.0
32012022,Bogor,2022,2710.62,5566838.0,2053.71,Medium,0.885,71.2,267744.0,1.2642857142857142,11758.668946135833,74.49,2.0
32022022,Sukabumi,2022,4145.7,2806664.0,677.01,Low,0.885,67.64,76244.0,1.2642857142857142,11758.668946135833,74.43,1.0
32032022,Cianjur,2022,3840.16,2542793.0,662.16,Low,0.885,65.94,53989.0,1.2642857142857142,11758.668946135833,74.85,1.0
32042022,Bandung,2022,1767.96,3718660.0,2103.36,Medium,282.45,73.16,143002.0,1.0,46835.19,74.24,2.0
32052022,Garut,2022,3074.07,2627220.0,854.64,Low,0.19,67.41,66591.0,1.0,40596.96,73.51,1.0
32062022,Tasikmalaya,2022,2551.19,1906288.0,747.22,Low,0.885,66.84,42660.0,1.0,11758.668946135833,72.21,1.0
32082022,Kuningan,2022,1110.56,1196017.0,1076.95,Low,0.11,70.16,29520.0,1.0,21878.21,73.16,1.0
32092022,Cirebon,2022,984.52,2315417.0,2351.82,Medium,0.885,70.06,56654.0,1.2642857142857142,11758.668946135833,74.98,2.0
32102022,Majalengka,2022,1204.24,1335460.0,1108.96,Low,0.885,68.56,37777.0,1.2642857142857142,11758.668946135833,74.72,1.0
32112022,Sumedang,2022,1518.33,1167033.0,768.63,Low,0.14,72.69,40025.0,1.2642857142857142,16159.2,74.65,1.0
32122022,Indramayu,2022,2040.11,1871832.0,917.52,Low,0.74,68.55,90773.0,2.0,40648.11,73.21,1.0
32132022,Subang,2022,1893.95,1624386.0,857.67,Low,0.885,69.87,46160.0,1.2642857142857142,11758.668946135833,74.3,1.0
32142022,Purwakarta,2022,825.74,1028569.0,1245.63,Low,0.885,71.56,76478.0,1.2642857142857142,11758.668946135833,74.13,1.0
32152022,Karawang,2022,1652.2,2505247.0,1516.31,Low,0.885,71.74,268229.0,1.0,36643.65,73.61,1.0
32162022,Bekasi,2022,1224.88,3214791.0,2624.58,Medium,0.885,75.22,367562.0,1.0,82137.91,74.34,2.0
32712022,City of Bogor,2022,118.5,1063513.0,8974.79,Medium,2.38,77.17,52915.0,1.0,27172.76,74.7,2.0
32722022,City of Sukabumi,2022,48.25,356410.0,7386.74,Medium,4.25,75.4,14192.0,1.0,6582.84,73.52,2.0
32732022,City of Bandung,2022,167.67,2461553.0,14680.94,High,1.06,82.5,328151.0,1.0,58187.65,74.21,0.0
32742022,City of Cirebon,2022,37.36,341235.0,9133.7,Medium,1.7,75.89,26618.0,1.2642857142857142,11758.668946135833,75.91,2.0
32752022,City of Bekasi,2022,206.61,2590257.0,12536.94,High,0.1,82.46,109881.0,1.0,66817.9,74.82,0.0
32762022,City of Depok,2022,200.29,2123349.0,10601.37,High,0.36,81.86,81167.0,1.2642857142857142,11758.668946135833,74.38,0.0
32792022,City of Banjar,2022,113.49,206457.0,1819.16,Low,36.26,72.55,4929.0,1.0,3126.78,75.36,1.0
33022022,Banyumas,2022,1328.0,1806013.0,1359.95,Low,231.39,73.17,62817.0,1.0,19596.45,72.08,1.0
33032022,Purbalingga,2022,777.64,1019840.0,1311.46,Low,0.885,69.54,28824.0,1.0,18612.08,73.66,1.0
33052022,Kebumen,2022,1281.11,1376825.0,1074.71,Low,223.26,70.79,32615.0,2.0,16901.34,72.34,1.0
33062022,Purworejo,2022,1034.84,778257.0,752.06,Low,0.33,73.6,21353.0,1.0,10569.42,71.99,1.0
33072022,Wonosobo,2022,984.68,896346.0,910.29,Low,0.885,68.89,21587.0,1.0,13368.26,71.97,1.0
33082022,Magelang,2022,1085.73,1312573.0,1208.93,Low,0.0,70.85,37432.0,1.2642857142857142,11758.668946135833,71.94,1.0
33092022,Boyolali,2022,1096.35,1079952.0,985.04,Low,0.3,74.97,38789.0,1.0,10678.13,70.75,1.0
33102022,Klaten,2022,655.56,1275850.0,1946.2,Low,0.885,76.95,46592.0,1.0,23470.34,71.27,1.0
33112022,Sukoharjo,2022,466.66,916627.0,1964.23,Low,0.885,77.94,42781.0,1.0,13210.11,72.88,1.0
33122022,Wonogiri,2022,1941.28,1057087.0,544.53,Low,720.21,71.04,33692.0,1.0,12691.79,73.48,1.0
33132022,Karanganyar,2022,774.0,947642.0,1224.34,Low,0.59,76.58,43088.0,1.0,13706.6,73.44,1.0
33142022,Sragen,2022,941.55,992243.0,1053.84,Low,117.34,74.65,44243.0,1.0,21541.74,70.99,1.0
33152022,Grobogan,2022,2022.25,1470150.0,726.99,Low,0.71,70.97,31807.0,1.0,31002.18,73.04,1.0
33162022,Blora,2022,1820.95,888224.0,487.78,Low,4.87,69.95,30960.0,2.0,13981.18,71.97,1.0
